canonicalProductionIndex,productionGroup,batchIndex,bookCode,partCode,nodeCode,titleZhHans,canonicalQuestionKey,registryStatus,publicationState,mappingState
643,BATCH-036,20,BOOK-5,P15,KN-B4-P15-014,复杂度压缩,book-4-p15-14-complexity-compression,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
644,BATCH-036,21,BOOK-5,P15,KN-B4-P15-015,没有审判的结算,book-4-p15-15-settlement-without-judgment,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
645,BATCH-036,22,BOOK-5,P15,KN-B4-P15-016,运行债务,book-4-p15-16-runtime-debt,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
646,BATCH-036,23,BOOK-5,P15,KN-B4-P15-017,未完成运行,book-4-p15-17-unsettled-runtime,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
647,BATCH-036,24,BOOK-5,P15,KN-B4-P15-018,没有真正消失,book-4-p15-18-no-true-disappearance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
648,BATCH-037,1,BOOK-5,P15,KN-B4-P15-019,运行残留,book-4-p15-19-runtime-residue-post-closure-continuity,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
649,BATCH-037,2,BOOK-5,P15,KN-B4-P15-020,信息残留,book-4-p15-20-information-residue,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
650,BATCH-037,3,BOOK-5,P15,KN-B4-P15-021,历史残留,book-4-p15-21-historical-residue,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
651,BATCH-037,4,BOOK-5,P15,KN-B4-P15-022,叙事残留,book-4-p15-22-narrative-residue,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
652,BATCH-037,5,BOOK-5,P15,KN-B4-P15-023,结构残留,book-4-p15-23-structural-residue,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
653,BATCH-037,6,BOOK-5,P15,KN-B4-P15-024,技术残留,book-4-p15-24-technological-residue,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
654,BATCH-037,7,BOOK-5,P15,KN-B4-P15-025,生态残留,book-4-p15-25-ecological-residue,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
655,BATCH-037,8,BOOK-5,P15,KN-B4-P15-026,文明残留,book-4-p15-26-civilizational-residue,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
656,BATCH-037,9,BOOK-5,P15,KN-B4-P15-027,残留转移,book-4-p15-27-residual-load-transfer,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
657,BATCH-037,10,BOOK-5,P15,KN-B4-P15-028,残留映射,book-4-p15-28-residue-mapping,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
658,BATCH-037,11,BOOK-5,P15,KN-B4-P15-029,个体记忆,book-4-p15-29-individual-memory,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
659,BATCH-037,12,BOOK-5,P15,KN-B4-P15-030,集体记忆,book-4-p15-30-collective-memory,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
660,BATCH-037,13,BOOK-5,P15,KN-B4-P15-031,运行档案,book-4-p15-31-runtime-archive,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
661,BATCH-037,14,BOOK-5,P15,KN-B4-P15-032,文明记忆,book-4-p15-32-civilization-memory,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
662,BATCH-037,15,BOOK-5,P15,KN-B4-P15-034,制度记忆,book-4-p15-34-institutional-memory,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
663,BATCH-037,16,BOOK-5,P15,KN-B4-P15-035,文化记忆,book-4-p15-35-cultural-memory,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
664,BATCH-037,17,BOOK-5,P15,KN-B4-P15-036,运行重建,book-4-p15-36-runtime-reconstruction,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
665,BATCH-037,18,BOOK-5,P15,KN-B4-P15-037,生物连续性,book-4-p15-37-biological-continuity,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
666,BATCH-037,19,BOOK-5,P15,KN-B4-P15-038,关系连续性,book-4-p15-38-relational-continuity,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
667,BATCH-037,20,BOOK-5,P15,KN-B4-P15-039,文化连续性,book-4-p15-39-cultural-continuity,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
668,BATCH-037,21,BOOK-5,P15,KN-B4-P15-040,信息连续性,book-4-p15-40-information-continuity,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
669,BATCH-037,22,BOOK-5,P15,KN-B4-P15-041,结构连续性,book-4-p15-41-structural-continuity,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
670,BATCH-037,23,BOOK-5,P15,KN-B4-P15-042,代际传递,book-4-p15-42-intergenerational-transfer,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
671,BATCH-037,24,BOOK-5,P15,KN-B4-P15-043,代际债务,book-4-p15-43-intergenerational-debt,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
672,BATCH-038,1,BOOK-5,P15,KN-B4-P15-044,运行迁移,book-4-p15-44-runtime-migration,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
673,BATCH-038,2,BOOK-5,P15,KN-B4-P15-045,Reality 如何迁移至新的载体,book-4-p15-45-carrier-transition,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
674,BATCH-038,3,BOOK-5,P15,KN-B4-P15-046,制度连续性,book-4-p15-46-institutional-continuity,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
675,BATCH-038,4,BOOK-5,P15,KN-B4-P15-047,文明连续性,book-4-p15-47-civilizational-continuity,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
676,BATCH-038,5,BOOK-5,P15,KN-B4-P15-048,人工连续性,book-4-p15-48-synthetic-continuity,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
677,BATCH-038,6,BOOK-5,P15,KN-B4-P15-049,人工文明记忆,book-4-p15-49-artificial-civilization-memory,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
678,BATCH-038,7,BOOK-5,P15,KN-B4-P15-050,人机档案,book-4-p15-50-human-ai-archives,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
679,BATCH-038,8,BOOK-5,P15,KN-B4-P15-051,人工运行连续性,book-4-p15-51-synthetic-runtime-continuity,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
680,BATCH-038,9,BOOK-5,P15,KN-B4-P15-052,文明向未来携带自身,book-4-p15-52-civilization-carry-forward,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
681,BATCH-038,10,BOOK-5,P15,KN-B4-P15-053,超越载体,book-4-p15-53-evolution-beyond-carriers,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
682,BATCH-038,11,BOOK-5,P15,KN-B4-P15-054,后生物运行,book-4-p15-54-post-biological-runtime,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
683,BATCH-038,12,BOOK-5,P15,KN-B4-P15-055,超越人类 Reality,book-4-p15-55-reality-beyond-humanity,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
684,BATCH-038,13,BOOK-5,P15,KN-B4-P15-056,Reality 是否需要人类,book-4-p15-56-does-reality-need-humans,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
685,BATCH-038,14,BOOK-5,P15,KN-B4-P15-058,Reality 从未停止,book-4-p15-58-reality-never-stops,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
686,BATCH-038,15,BOOK-5,P15,KN-B4-P15-059,稳定先于意义,book-4-p15-59-stability-before-meaning,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
687,BATCH-038,16,BOOK-5,P15,KN-B4-P15-060,结束只是组织形式的结束,book-4-p15-60-the-closure-illusion,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
688,BATCH-038,17,BOOK-5,P15,KN-B4-P15-061,连续性超越形式,book-4-p15-61-continuity-beyond-form,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
689,BATCH-038,18,BOOK-5,P15,KN-B4-P15-062,未来 Runtime,book-4-p15-62-the-future-runtime,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
690,BATCH-038,19,BOOK-5,P15,KN-B4-P15-063,PHI OS 连续性原理,book-4-p15-63-the-continuity-principle,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
691,BATCH-038,20,BOOK-5,P15,KN-B4-P15-064,Reality 如何持续演化,book-4-p15-64-reality-evolution-continuity-outcome,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
692,BATCH-038,21,BOOK-5,P15,KN-B4-P15-065,Runtime 如何持续演化,book-4-p15-65-runtime-evolution,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
693,BATCH-038,22,BOOK-5,P15,KN-B4-P15-066,文明如何持续演化,book-4-p15-66-civilization-evolution,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
694,BATCH-038,23,BOOK-5,P15,KN-B4-P15-067,Reading 永远不会结束,book-4-p15-67-reading-never-ends,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
695,BATCH-038,24,BOOK-5,P15,KN-B4-P15-068,Navigation 永远不会结束,book-4-p15-68-navigation-never-ends,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
696,BATCH-039,1,BOOK-5,P15,KN-B4-P15-069,Reality 永远不会结束,book-4-p15-69-reality-never-ends,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
697,BATCH-039,2,BOOK-5,P15,KN-B4-P15-070,PHI OS 为什么存在,book-4-p15-70-the-phi-os-principle,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
698,BATCH-039,3,BOOK-5,P15,KN-B4-P15-071,世界将如何继续,book-4-p15-71-the-final-question,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
699,BATCH-013,6,BOOK-2,P7,KN-B2-P7-058,人工运行何时跨过工具集合与集体结构之间的边界,book-2-p7-52-ai-collective-threshold,planned,UNPUBLISHED,KAU_R3_HUMAN_APPROVED
700,BATCH-013,7,BOOK-2,P7,KN-B2-P7-059,为什么集体运行达到一定规模之后必须开始维护自身,book-2-p7-57-maintenance-threshold,planned,UNPUBLISHED,KAU_R3_HUMAN_APPROVED
701,BATCH-017,14,BOOK-3,P8,KN-B3-P8-048,维持边界,book-w1c-cna-p8-005,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
702,BATCH-017,15,BOOK-3,P8,KN-B3-P8-049,阈值穿越,book-w1c-cna-p8-007,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
703,BATCH-017,16,BOOK-3,P8,KN-B3-P8-050,崩溃前窗口,book-w1c-cna-p8-008,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
704,BATCH-017,17,BOOK-3,P8,KN-B3-P8-051,维护学习,book-w1c-cna-p8-014,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
705,BATCH-017,18,BOOK-3,P8,KN-B3-P8-052,组织恢复,book-w1c-cna-p8-016,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
706,BATCH-017,19,BOOK-3,P8,KN-B3-P8-053,协调阈值,book-w1c-cna-p8-020,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
707,BATCH-017,20,BOOK-3,P9,KN-B3-P9-040,Coordination Pressure,book-w1c-cna-p9-001,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
708,BATCH-017,21,BOOK-3,P9,KN-B3-P9-041,Shared Constraints,book-w1c-cna-p9-002,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
709,BATCH-017,22,BOOK-3,P9,KN-B3-P9-042,Shared Objectives,book-w1c-cna-p9-003,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
710,BATCH-017,23,BOOK-3,P9,KN-B3-P9-043,Shared Responsibilities,book-w1c-cna-p9-004,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
711,BATCH-017,24,BOOK-3,P9,KN-B3-P9-044,Coordination Legitimacy,book-w1c-cna-p9-005,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
712,BATCH-018,1,BOOK-3,P9,KN-B3-P9-045,Coordination Compliance,book-w1c-cna-p9-006,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
713,BATCH-018,2,BOOK-3,P9,KN-B3-P9-046,Cultural Coordination,book-w1c-cna-p9-007,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
714,BATCH-018,3,BOOK-3,P9,KN-B3-P9-047,协调学习,book-w1c-cna-p9-008,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
715,BATCH-018,4,BOOK-3,P9,KN-B3-P9-048,协调连续,book-w1c-cna-p9-009,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
716,BATCH-018,5,BOOK-3,P9,KN-B3-P9-049,共同维持,book-w1c-cna-p9-010,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
717,BATCH-018,6,BOOK-3,P9,KN-B3-P9-050,连续性形成,book-w1c-cna-p9-011,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
718,BATCH-018,7,BOOK-3,P9,KN-B3-P9-051,扩展准备,book-w1c-cna-p9-012,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
719,BATCH-018,8,BOOK-3,P9,KN-B3-P9-052,扩展阈值,book-w1c-cna-p9-013,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
720,BATCH-026,13,BOOK-4,P10,KN-B4-P10-078,尺度边界,book-w1c-cna-p10-001,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
721,BATCH-026,14,BOOK-4,P10,KN-B4-P10-079,载体延伸,book-w1c-cna-p10-002,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
722,BATCH-026,15,BOOK-4,P10,KN-B4-P10-080,运行复制,book-w1c-cna-p10-005,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
723,BATCH-026,16,BOOK-4,P10,KN-B4-P10-081,运行传播,book-w1c-cna-p10-006,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
724,BATCH-026,17,BOOK-4,P10,KN-B4-P10-082,运行放大,book-w1c-cna-p10-007,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
725,BATCH-026,18,BOOK-4,P10,KN-B4-P10-083,跨尺度耦合,book-w1c-cna-p10-009,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
726,BATCH-026,19,BOOK-4,P10,KN-B4-P10-084,尺度转换,book-w1c-cna-p10-010,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
727,BATCH-026,20,BOOK-4,P10,KN-B4-P10-085,跨尺度整合,book-w1c-cna-p10-011,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
728,BATCH-026,21,BOOK-4,P10,KN-B4-P10-086,下一尺度,book-w1c-cna-p10-012,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
729,BATCH-026,22,BOOK-4,P10,KN-B4-P10-087,承载节点,book-w1c-cna-p10-013,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
730,BATCH-026,23,BOOK-4,P10,KN-B4-P10-088,协调节点,book-w1c-cna-p10-014,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
731,BATCH-026,24,BOOK-4,P10,KN-B4-P10-089,分发节点,book-w1c-cna-p10-019,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
732,BATCH-027,1,BOOK-4,P10,KN-B4-P10-090,尺度失配,book-w1c-cna-p10-023,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
733,BATCH-027,2,BOOK-4,P10,KN-B4-P10-091,协调尺度极限,book-w1c-cna-p10-026,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
734,BATCH-027,3,BOOK-4,P10,KN-B4-P10-092,未来容量,book-w1c-cna-p10-032,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
735,BATCH-027,4,BOOK-4,P10,KN-B4-P10-093,替代能力,book-w1c-cna-p10-034,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
736,BATCH-027,5,BOOK-4,P10,KN-B4-P10-094,未来生产,book-w1c-cna-p10-035,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
737,BATCH-027,6,BOOK-4,P10,KN-B4-P10-095,未来生产失效,book-w1c-cna-p10-036,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
738,BATCH-027,7,BOOK-4,P10,KN-B4-P10-096,技术作为压缩器,book-w1c-cna-p10-039,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
739,BATCH-027,8,BOOK-4,P10,KN-B4-P10-097,人工复制,book-w1c-cna-p10-040,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
740,BATCH-027,9,BOOK-4,P10,KN-B4-P10-098,机器分发,book-w1c-cna-p10-042,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
741,BATCH-027,10,BOOK-4,P10,KN-B4-P10-099,人机尺度协作,book-w1c-cna-p10-043,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
742,BATCH-027,11,BOOK-4,P10,KN-B4-P10-100,人工载体形成,book-w1c-cna-p10-044,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
743,BATCH-027,12,BOOK-4,P10,KN-B4-P10-101,后人类载体,book-w1c-cna-p10-045,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
744,BATCH-027,13,BOOK-4,P10,KN-B4-P10-102,尺度继任,book-w1c-cna-p10-047,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
745,BATCH-027,14,BOOK-4,P10,KN-B4-P10-103,文明阈值,book-w1c-cna-p10-049,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
746,BATCH-027,15,BOOK-4,P11,KN-B4-P11-065,跨世代运行,book-w1c-cna-p11-002,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
747,BATCH-027,16,BOOK-4,P11,KN-B4-P11-066,文明身份,book-w1c-cna-p11-004,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
748,BATCH-027,17,BOOK-4,P11,KN-B4-P11-067,文明参与,book-w1c-cna-p11-007,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
749,BATCH-027,18,BOOK-4,P11,KN-B4-P11-068,文明激励,book-w1c-cna-p11-008,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
750,BATCH-027,19,BOOK-4,P11,KN-B4-P11-069,权力分布,book-w1c-cna-p11-009,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
751,BATCH-027,20,BOOK-4,P11,KN-B4-P11-070,文明学习,book-w1c-cna-p11-010,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
752,BATCH-027,21,BOOK-4,P11,KN-B4-P11-071,文明压缩,book-w1c-cna-p11-011,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
753,BATCH-027,22,BOOK-4,P11,KN-B4-P11-072,复杂度增长,book-w1c-cna-p11-012,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
754,BATCH-027,23,BOOK-4,P11,KN-B4-P11-073,文明选择,book-w1c-cna-p11-013,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
755,BATCH-027,24,BOOK-4,P11,KN-B4-P11-074,文明继任,book-w1c-cna-p11-014,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
756,BATCH-028,1,BOOK-4,P11,KN-B4-P11-075,文明遗产,book-w1c-cna-p11-021,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
757,BATCH-028,2,BOOK-4,P11,KN-B4-P11-076,人工组织,book-w1c-cna-p11-022,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
758,BATCH-028,3,BOOK-4,P12,KN-B4-P12-047,文明图谱,book-w1c-cna-p12-001,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
759,BATCH-028,4,BOOK-4,P12,KN-B4-P12-048,文明观察单位,book-w1c-cna-p12-002,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
760,BATCH-028,5,BOOK-4,P12,KN-B4-P12-049,文明尺度层级,book-w1c-cna-p12-003,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
761,BATCH-028,6,BOOK-4,P12,KN-B4-P12-050,文明版本,book-w1c-cna-p12-004,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
762,BATCH-028,7,BOOK-4,P12,KN-B4-P12-051,文明比较边界,book-w1c-cna-p12-005,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
763,BATCH-028,8,BOOK-4,P12,KN-B4-P12-052,文明尺度坐标,book-w1c-cna-p12-006,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
764,BATCH-028,9,BOOK-4,P12,KN-B4-P12-053,文明适应能力,book-w1c-cna-p12-007,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
765,BATCH-028,10,BOOK-4,P12,KN-B4-P12-054,文明扩展能力,book-w1c-cna-p12-008,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
766,BATCH-028,11,BOOK-4,P12,KN-B4-P12-055,文明未来容量,book-w1c-cna-p12-009,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
767,BATCH-028,12,BOOK-4,P12,KN-B4-P12-056,文明轨迹,book-w1c-cna-p12-010,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
768,BATCH-028,13,BOOK-4,P12,KN-B4-P12-057,历史压缩,book-w1c-cna-p12-011,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
769,BATCH-028,14,BOOK-4,P12,KN-B4-P12-058,扩展窗口,book-w1c-cna-p12-012,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
