"序号","分类","R2 object key","公开图片链接","用途","原登记页面","检查状态","实际显示页面","引用文件"
"115","图标","images/icons/global/PHIOS-ICON-PROFESSIONAL-v1.svg","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/icons/global/PHIOS-ICON-PROFESSIONAL-v1.svg","Professional","","DISPLAYED_ON_ACTIVE_SURFACE","/professional-consent-sharing.html | /external-reader-intake.html | /professional-workspace.html","content/customer-experience-rebuild/audits/customer-asset-availability-v1.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v2.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v3.json | content/registry/public-assets.json | content/web-production/registries/client-visual-asset-registry-v1.1.json | content/web-production/registries/client-visual-asset-registry-v1.2.json | content/web-production/registries/client-visual-asset-registry-v1.3.json | content/web-production/registries/client-visual-asset-registry-v1.4.json | content/web-production/registries/client-visual-asset-registry-v1.5.json | content/web-production/registries/client-visual-asset-registry-v1.6.json | content/web-production/registries/client-visual-asset-registry-v1.7.json | content/web-production/registries/client-visual-asset-registry-v1.8.json | content/web/homepage/hpc2-pre/evidence/r2-live-verification-v1.json | content/web/homepage/hpc2-pre/hpc2-pre-icon-family-v1.json | content/web/homepage/hpc2-pre/r2-actual-object-inventory-v1.json | content/web/homepage/hpc2-pre/r2-layout-reconciliation-v2.json | content/web/homepage/hpc2/homepage-visual-consumption-v2.json"
"116","图标","images/icons/global/PHIOS-ICON-READING-v1.svg","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/icons/global/PHIOS-ICON-READING-v1.svg","Reading","","INTENTIONALLY_NON_RENDERED_ASSET","","content/customer-experience-rebuild/audits/customer-asset-availability-v1.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v2.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v3.json | content/customer-experience-rebuild/registries/cx-r12r4-icon-reconciliation-v1.json | content/customer-experience-rebuild/registries/cx-r12r4-visual-delivery-manifest-v1.json | content/registry/public-assets.json | content/web-production/registries/client-visual-asset-registry-v1.1.json | content/web-production/registries/client-visual-asset-registry-v1.2.json | content/web-production/registries/client-visual-asset-registry-v1.3.json | content/web-production/registries/client-visual-asset-registry-v1.4.json | content/web-production/registries/client-visual-asset-registry-v1.5.json | content/web-production/registries/client-visual-asset-registry-v1.6.json | content/web-production/registries/client-visual-asset-registry-v1.7.json | content/web-production/registries/client-visual-asset-registry-v1.8.json | content/web/homepage/hpc2-pre/evidence/r2-live-verification-v1.json | content/web/homepage/hpc2-pre/hpc2-pre-icon-family-v1.json | content/web/homepage/hpc2-pre/r2-actual-object-inventory-v1.json | content/web/homepage/hpc2-pre/r2-layout-reconciliation-v2.json"
"117","图标","images/icons/global/PHIOS-ICON-REALITY-JOURNEY-v1.svg","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/icons/global/PHIOS-ICON-REALITY-JOURNEY-v1.svg","Reality Journey","","INTENTIONALLY_NON_RENDERED_ASSET","","content/customer-experience-rebuild/audits/customer-asset-availability-v1.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v2.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v3.json | content/registry/public-assets.json | content/web-production/registries/client-visual-asset-registry-v1.1.json | content/web-production/registries/client-visual-asset-registry-v1.2.json | content/web-production/registries/client-visual-asset-registry-v1.3.json | content/web-production/registries/client-visual-asset-registry-v1.4.json | content/web-production/registries/client-visual-asset-registry-v1.5.json | content/web-production/registries/client-visual-asset-registry-v1.6.json | content/web-production/registries/client-visual-asset-registry-v1.7.json | content/web-production/registries/client-visual-asset-registry-v1.8.json | content/web/homepage/hpc2-pre/evidence/r2-live-verification-v1.json | content/web/homepage/hpc2-pre/hpc2-pre-icon-family-v1.json | content/web/homepage/hpc2-pre/r2-actual-object-inventory-v1.json | content/web/homepage/hpc2-pre/r2-layout-reconciliation-v2.json"
"118","图标","images/icons/global/PHIOS-ICON-REPORT-v1.svg","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/icons/global/PHIOS-ICON-REPORT-v1.svg","Report","","INTENTIONALLY_NON_RENDERED_ASSET","","content/customer-experience-rebuild/audits/customer-asset-availability-v1.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v2.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v3.json | content/registry/public-assets.json | content/web-production/registries/client-visual-asset-registry-v1.1.json | content/web-production/registries/client-visual-asset-registry-v1.2.json | content/web-production/registries/client-visual-asset-registry-v1.3.json | content/web-production/registries/client-visual-asset-registry-v1.4.json | content/web-production/registries/client-visual-asset-registry-v1.5.json | content/web-production/registries/client-visual-asset-registry-v1.6.json | content/web-production/registries/client-visual-asset-registry-v1.7.json | content/web-production/registries/client-visual-asset-registry-v1.8.json | content/web/homepage/hpc2-pre/evidence/r2-live-verification-v1.json | content/web/homepage/hpc2-pre/r2-actual-object-inventory-v1.json | content/web/homepage/hpc2-pre/r2-layout-reconciliation-v2.json"
"119","图标","images/icons/global/PHIOS-ICON-SEARCH-v1.svg","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/icons/global/PHIOS-ICON-SEARCH-v1.svg","Search","","INTENTIONALLY_NON_RENDERED_ASSET","","content/customer-experience-rebuild/audits/customer-asset-availability-v1.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v2.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v3.json | content/registry/public-assets.json | content/web-production/registries/client-visual-asset-registry-v1.1.json | content/web-production/registries/client-visual-asset-registry-v1.2.json | content/web-production/registries/client-visual-asset-registry-v1.3.json | content/web-production/registries/client-visual-asset-registry-v1.4.json | content/web-production/registries/client-visual-asset-registry-v1.5.json | content/web-production/registries/client-visual-asset-registry-v1.6.json | content/web-production/registries/client-visual-asset-registry-v1.7.json | content/web-production/registries/client-visual-asset-registry-v1.8.json | content/web/homepage/hpc2-pre/evidence/r2-live-verification-v1.json | content/web/homepage/hpc2-pre/hpc2-pre-icon-family-v1.json | content/web/homepage/hpc2-pre/r2-actual-object-inventory-v1.json | content/web/homepage/hpc2-pre/r2-layout-reconciliation-v2.json"
"120","图标","images/icons/journey/PHIOS-ICON-ACT-v1.svg","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/icons/journey/PHIOS-ICON-ACT-v1.svg","Act","","INTENTIONALLY_NON_RENDERED_ASSET","","content/customer-experience-rebuild/audits/customer-asset-availability-v1.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v2.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v3.json | content/registry/public-assets.json | content/web-production/registries/client-visual-asset-registry-v1.1.json | content/web-production/registries/client-visual-asset-registry-v1.2.json | content/web-production/registries/client-visual-asset-registry-v1.3.json | content/web-production/registries/client-visual-asset-registry-v1.4.json | content/web-production/registries/client-visual-asset-registry-v1.5.json | content/web-production/registries/client-visual-asset-registry-v1.6.json | content/web-production/registries/client-visual-asset-registry-v1.7.json | content/web-production/registries/client-visual-asset-registry-v1.8.json | content/web/homepage/hpc2-pre/evidence/r2-live-verification-v1.json | content/web/homepage/hpc2-pre/r2-actual-object-inventory-v1.json | content/web/homepage/hpc2-pre/r2-journey-icon-reconciliation-v3.json"
"121","图标","images/icons/journey/PHIOS-ICON-CONTINUE-v1.svg","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/icons/journey/PHIOS-ICON-CONTINUE-v1.svg","Continue","","INTENTIONALLY_NON_RENDERED_ASSET","","content/customer-experience-rebuild/audits/customer-asset-availability-v1.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v2.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v3.json | content/registry/public-assets.json | content/web-production/registries/client-visual-asset-registry-v1.1.json | content/web-production/registries/client-visual-asset-registry-v1.2.json | content/web-production/registries/client-visual-asset-registry-v1.3.json | content/web-production/registries/client-visual-asset-registry-v1.4.json | content/web-production/registries/client-visual-asset-registry-v1.5.json | content/web-production/registries/client-visual-asset-registry-v1.6.json | content/web-production/registries/client-visual-asset-registry-v1.7.json | content/web-production/registries/client-visual-asset-registry-v1.8.json | content/web/homepage/hpc2-pre/evidence/r2-live-verification-v1.json | content/web/homepage/hpc2-pre/r2-actual-object-inventory-v1.json | content/web/homepage/hpc2-pre/r2-journey-icon-reconciliation-v3.json"
"122","图标","images/icons/journey/PHIOS-ICON-ENTER-v1.svg","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/icons/journey/PHIOS-ICON-ENTER-v1.svg","Enter","","INTENTIONALLY_NON_RENDERED_ASSET","","content/customer-experience-rebuild/audits/customer-asset-availability-v1.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v2.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v3.json | content/registry/public-assets.json | content/web-production/registries/client-visual-asset-registry-v1.1.json | content/web-production/registries/client-visual-asset-registry-v1.2.json | content/web-production/registries/client-visual-asset-registry-v1.3.json | content/web-production/registries/client-visual-asset-registry-v1.4.json | content/web-production/registries/client-visual-asset-registry-v1.5.json | content/web-production/registries/client-visual-asset-registry-v1.6.json | content/web-production/registries/client-visual-asset-registry-v1.7.json | content/web-production/registries/client-visual-asset-registry-v1.8.json | content/web/homepage/hpc2-pre/evidence/r2-live-verification-v1.json | content/web/homepage/hpc2-pre/r2-actual-object-inventory-v1.json | content/web/homepage/hpc2-pre/r2-journey-icon-reconciliation-v3.json"
"123","图标","images/icons/journey/PHIOS-ICON-NAVIGATE-v1.svg","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/icons/journey/PHIOS-ICON-NAVIGATE-v1.svg","Navigate","","INTENTIONALLY_NON_RENDERED_ASSET","","content/customer-experience-rebuild/audits/customer-asset-availability-v1.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v2.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v3.json | content/registry/public-assets.json | content/web-production/registries/client-visual-asset-registry-v1.1.json | content/web-production/registries/client-visual-asset-registry-v1.2.json | content/web-production/registries/client-visual-asset-registry-v1.3.json | content/web-production/registries/client-visual-asset-registry-v1.4.json | content/web-production/registries/client-visual-asset-registry-v1.5.json | content/web-production/registries/client-visual-asset-registry-v1.6.json | content/web-production/registries/client-visual-asset-registry-v1.7.json | content/web-production/registries/client-visual-asset-registry-v1.8.json | content/web/homepage/hpc2-pre/evidence/r2-live-verification-v1.json | content/web/homepage/hpc2-pre/r2-actual-object-inventory-v1.json | content/web/homepage/hpc2-pre/r2-journey-icon-reconciliation-v3.json"
"124","图标","images/icons/journey/PHIOS-ICON-OBSERVE-v1.svg","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/icons/journey/PHIOS-ICON-OBSERVE-v1.svg","Observe","","INTENTIONALLY_NON_RENDERED_ASSET","","content/customer-experience-rebuild/audits/customer-asset-availability-v1.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v2.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v3.json | content/customer-experience-rebuild/registries/cx-r12r4-icon-reconciliation-v1.json | content/customer-experience-rebuild/registries/cx-r12r4-visual-delivery-manifest-v1.json | content/registry/public-assets.json | content/web-production/registries/client-visual-asset-registry-v1.1.json | content/web-production/registries/client-visual-asset-registry-v1.2.json | content/web-production/registries/client-visual-asset-registry-v1.3.json | content/web-production/registries/client-visual-asset-registry-v1.4.json | content/web-production/registries/client-visual-asset-registry-v1.5.json | content/web-production/registries/client-visual-asset-registry-v1.6.json | content/web-production/registries/client-visual-asset-registry-v1.7.json | content/web-production/registries/client-visual-asset-registry-v1.8.json | content/web/homepage/hpc2-pre/evidence/r2-live-verification-v1.json | content/web/homepage/hpc2-pre/r2-actual-object-inventory-v1.json | content/web/homepage/hpc2-pre/r2-journey-icon-reconciliation-v3.json"
